date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:13	1695/1695	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Apr%202011%2010:19:56%20GMT	http://vimcdoc.sourceforge.net/robots.txt		(from )
18:19:16	155202/155202	---M--	200	added ('OK')	text/html	etag:%2225e42-49664425b0540%22	http://vimcdoc.sourceforge.net/doc/	vimcdoc.sourceforge.net/doc/index.html	(from )
18:19:17	1078/1078	---M--	200	added ('OK')	text/css	etag:%22436-4966441b32c80%22	http://vimcdoc.sourceforge.net/doc/vim-stylesheet.css	vimcdoc.sourceforge.net/doc/vim-stylesheet.css	(from )
18:19:23	116409/116409	---M--	200	added ('OK')	text/html	etag:%221c6b9-496644302de00%22	http://vimcdoc.sourceforge.net/doc/quickref.html	vimcdoc.sourceforge.net/doc/quickref.html	(from )
18:19:24	155202/155202	---M--	200	added ('OK')	text/html	etag:%2225e42-49664425b0540%22	http://vimcdoc.sourceforge.net/doc/index.html	vimcdoc.sourceforge.net/doc/index-2.html	(from )
18:19:33	122460/122460	---M--	200	added ('OK')	text/html	etag:%221de5c-49664426a4780%22	http://vimcdoc.sourceforge.net/doc/insert.html	vimcdoc.sourceforge.net/doc/insert.html	(from )
18:19:33	570115/570115	---M--	200	added ('OK')	text/html	etag:%228b303-49664421dfc40%22	http://vimcdoc.sourceforge.net/doc/eval.html	vimcdoc.sourceforge.net/doc/eval.html	(from )
18:19:36	21080/21080	---M--	200	added ('OK')	text/html	etag:%225258-49664420eba00%22	http://vimcdoc.sourceforge.net/doc/digraph.html	vimcdoc.sourceforge.net/doc/digraph.html	(from )
18:19:46	100754/100754	---M--	200	added ('OK')	text/html	etag:%2218992-49664426a4780%22	http://vimcdoc.sourceforge.net/doc/map.html	vimcdoc.sourceforge.net/doc/map.html	(from )
18:19:47	54779/54779	---M--	200	added ('OK')	text/html	etag:%22d5fb-4966443e7bfc0%22	http://vimcdoc.sourceforge.net/doc/various.html	vimcdoc.sourceforge.net/doc/various.html	(from )
